Frame,Model,Class,Confidence,X1,Y1,X2,Y2
488,YOLOv10,person,0.97,32,142,622,479
488,YOLOv11,person,0.94,26,142,622,478
489,YOLOv10,person,0.96,25,140,637,479
489,YOLOv11,person,0.95,22,140,636,479
490,YOLOv10,person,0.97,12,129,632,479
490,YOLOv11,person,0.95,10,128,637,479
491,YOLOv10,person,0.95,24,137,608,479
491,YOLOv11,person,0.95,24,137,634,479
492,YOLOv10,person,0.96,21,137,632,479
492,YOLOv11,person,0.94,17,137,633,479
493,YOLOv10,person,0.97,13,129,634,479
493,YOLOv10,chair,0.5,0,384,112,479
493,YOLOv11,person,0.95,12,129,632,479
494,YOLOv10,person,0.97,25,135,632,479
494,YOLOv11,person,0.94,20,134,630,479
495,YOLOv10,person,0.97,25,135,632,479
495,YOLOv11,person,0.94,20,134,630,479
496,YOLOv10,person,0.97,24,135,636,479
496,YOLOv10,chair,0.54,536,390,638,479
496,YOLOv10,chair,0.54,0,391,109,479
496,YOLOv11,person,0.94,20,134,633,479
497,YOLOv10,person,0.97,28,135,632,479
497,YOLOv11,person,0.94,24,137,630,479
498,YOLOv10,person,0.96,36,147,622,479
498,YOLOv11,person,0.93,36,147,621,479
499,YOLOv10,person,0.96,36,149,614,479
499,YOLOv10,chair,0.58,526,399,638,479
499,YOLOv10,chair,0.53,0,406,104,479
499,YOLOv11,person,0.93,34,149,616,479
500,YOLOv10,person,0.96,36,145,614,479
500,YOLOv10,chair,0.58,525,396,638,479
500,YOLOv11,person,0.93,33,146,617,479
501,YOLOv10,person,0.96,37,149,606,479
501,YOLOv11,person,0.92,36,149,605,479
502,YOLOv10,person,0.96,34,145,613,479
502,YOLOv11,person,0.92,32,146,616,479
503,YOLOv10,person,0.95,34,146,618,479
503,YOLOv11,person,0.91,32,146,617,479
503,YOLOv11,toothbrush,0.9,456,59,638,474
504,YOLOv10,person,0.96,37,148,614,479
504,YOLOv11,person,0.93,36,148,617,479
504,YOLOv11,toothbrush,0.78,402,122,638,479
505,YOLOv10,person,0.95,37,148,596,479
505,YOLOv11,person,0.93,34,148,636,478
506,YOLOv10,person,0.77,42,154,636,479
506,YOLOv11,person,0.92,40,153,636,479
507,YOLOv10,person,0.77,42,154,636,479
507,YOLOv11,person,0.92,40,153,636,479
508,YOLOv10,person,0.96,41,156,610,479
508,YOLOv11,person,0.91,38,156,612,479
509,YOLOv10,person,0.95,38,155,614,479
509,YOLOv10,toothbrush,0.51,326,262,450,476
509,YOLOv11,person,0.91,38,155,617,479
509,YOLOv11,toothbrush,0.64,328,265,436,464
510,YOLOv10,person,0.96,45,159,613,479
510,YOLOv10,toothbrush,0.76,318,261,432,479
510,YOLOv11,person,0.92,42,160,610,479
510,YOLOv11,toothbrush,0.73,317,271,438,478
511,YOLOv10,person,0.97,46,161,608,479
511,YOLOv10,scissors,0.88,309,265,424,479
511,YOLOv11,person,0.92,46,162,605,479
511,YOLOv11,scissors,0.74,310,267,425,479
512,YOLOv10,person,0.96,45,162,606,479
512,YOLOv10,scissors,0.85,309,251,421,473
512,YOLOv11,person,0.92,42,163,606,479
512,YOLOv11,scissors,0.79,309,255,421,473
513,YOLOv10,person,0.96,45,162,608,479
513,YOLOv11,person,0.91,48,163,606,479
514,YOLOv10,person,0.96,48,163,604,479
514,YOLOv11,person,0.92,49,163,604,479
515,YOLOv10,person,0.95,46,163,606,479
515,YOLOv11,person,0.91,50,163,604,479
516,YOLOv10,person,0.95,46,163,606,479
516,YOLOv11,person,0.91,50,163,604,479
517,YOLOv10,person,0.95,42,162,606,479
517,YOLOv11,person,0.91,48,163,606,479
518,YOLOv10,person,0.95,40,164,604,479
518,YOLOv11,person,0.89,46,164,608,479
519,YOLOv10,person,0.95,40,162,605,479
519,YOLOv11,person,0.88,40,162,604,479
520,YOLOv10,person,0.95,20,163,609,479
520,YOLOv11,person,0.89,24,162,585,479
521,YOLOv10,person,0.95,42,164,613,479
521,YOLOv11,person,0.9,56,164,602,479
522,YOLOv10,person,0.95,56,161,610,479
522,YOLOv11,person,0.87,57,162,604,479
522,YOLOv11,scissors,0.68,337,128,436,352
523,YOLOv10,person,0.96,52,161,605,479
523,YOLOv10,scissors,0.93,344,119,440,345
523,YOLOv11,person,0.9,56,161,601,479
523,YOLOv11,scissors,0.9,342,121,440,345
524,YOLOv10,person,0.96,50,161,606,479
524,YOLOv10,scissors,0.92,348,117,442,343
524,YOLOv11,scissors,0.92,345,119,442,344
524,YOLOv11,person,0.9,54,160,600,479
525,YOLOv10,person,0.96,53,161,608,479
525,YOLOv10,scissors,0.94,349,118,445,344
525,YOLOv11,scissors,0.93,348,120,445,345
525,YOLOv11,person,0.92,58,161,598,479
526,YOLOv10,person,0.96,56,161,606,479
526,YOLOv10,scissors,0.95,349,116,446,345
526,YOLOv10,chair,0.54,12,415,114,479
526,YOLOv11,scissors,0.93,348,117,446,344
526,YOLOv11,person,0.92,58,160,598,479
527,YOLOv10,person,0.96,56,162,608,479
527,YOLOv10,scissors,0.95,352,117,448,347
527,YOLOv10,chair,0.56,13,415,116,479
527,YOLOv11,person,0.92,60,161,598,479
527,YOLOv11,scissors,0.92,350,120,449,347
528,YOLOv10,person,0.96,54,161,608,479
528,YOLOv10,scissors,0.96,352,116,449,348
528,YOLOv10,chair,0.55,13,415,116,479
528,YOLOv11,person,0.93,58,161,600,479
528,YOLOv11,scissors,0.91,350,117,450,347
529,YOLOv10,person,0.96,56,161,606,479
529,YOLOv10,scissors,0.95,352,116,450,348
529,YOLOv10,chair,0.66,13,415,116,479
529,YOLOv11,person,0.93,60,161,598,479
529,YOLOv11,scissors,0.91,352,117,452,348
529,YOLOv11,chair,0.51,13,416,596,479
530,YOLOv10,person,0.96,56,161,606,479
530,YOLOv10,scissors,0.95,352,116,450,348
530,YOLOv10,chair,0.66,13,415,116,479
530,YOLOv11,person,0.93,60,161,598,479
530,YOLOv11,scissors,0.91,352,117,452,348
530,YOLOv11,chair,0.51,13,416,596,479
531,YOLOv10,person,0.96,56,161,606,479
531,YOLOv10,scissors,0.93,353,116,450,347
531,YOLOv10,chair,0.61,13,415,116,479
531,YOLOv11,person,0.93,60,161,598,479
531,YOLOv11,scissors,0.91,352,116,452,347
531,YOLOv11,chair,0.54,13,415,594,479
532,YOLOv10,person,0.96,56,161,608,479
532,YOLOv10,scissors,0.93,353,116,450,347
532,YOLOv10,chair,0.6,13,415,116,479
532,YOLOv11,person,0.93,60,161,598,479
532,YOLOv11,scissors,0.92,352,115,452,347
532,YOLOv11,chair,0.64,12,416,604,479
533,YOLOv10,person,0.96,56,162,606,479
533,YOLOv10,scissors,0.95,352,117,450,348
533,YOLOv10,chair,0.6,13,415,116,479
533,YOLOv11,person,0.93,60,162,598,479
533,YOLOv11,scissors,0.91,352,117,450,348
533,YOLOv11,chair,0.52,13,415,594,479
534,YOLOv10,person,0.96,56,161,606,479
534,YOLOv10,scissors,0.95,352,117,449,348
534,YOLOv10,chair,0.58,13,415,116,479
534,YOLOv11,person,0.93,60,162,598,479
534,YOLOv11,scissors,0.92,350,118,450,348
534,YOLOv11,chair,0.51,12,415,596,479
535,YOLOv10,person,0.96,56,162,608,479
535,YOLOv10,scissors,0.93,350,117,449,349
535,YOLOv10,chair,0.54,13,415,116,479
535,YOLOv11,person,0.92,60,162,598,479
535,YOLOv11,scissors,0.91,350,119,450,348
535,YOLOv11,chair,0.54,13,416,594,479
536,YOLOv10,person,0.96,56,161,608,479
536,YOLOv10,scissors,0.94,350,116,448,348
536,YOLOv10,chair,0.52,13,415,114,479
536,YOLOv11,person,0.93,60,162,600,479
536,YOLOv11,scissors,0.92,350,117,449,348
536,YOLOv11,chair,0.53,12,416,602,479
537,YOLOv10,person,0.96,56,162,604,479
537,YOLOv10,scissors,0.95,350,116,448,348
537,YOLOv10,chair,0.59,14,415,116,479
537,YOLOv11,person,0.93,60,162,597,479
537,YOLOv11,scissors,0.92,350,117,449,348
537,YOLOv11,chair,0.57,13,416,594,479
538,YOLOv10,person,0.96,56,162,612,479
538,YOLOv10,scissors,0.95,350,116,448,348
538,YOLOv10,chair,0.5,13,415,114,479
538,YOLOv11,person,0.92,60,161,598,479
538,YOLOv11,scissors,0.92,349,118,449,347
538,YOLOv11,chair,0.54,12,415,594,479
539,YOLOv10,person,0.96,56,162,606,479
539,YOLOv10,scissors,0.96,350,117,448,347
539,YOLOv10,chair,0.53,13,416,114,479
539,YOLOv11,person,0.92,60,162,598,479
539,YOLOv11,scissors,0.91,349,118,449,347
540,YOLOv10,person,0.96,56,162,606,479
540,YOLOv10,scissors,0.95,350,116,448,347
540,YOLOv10,chair,0.56,13,415,116,479
540,YOLOv11,person,0.92,60,162,598,479
540,YOLOv11,scissors,0.91,350,116,449,347
540,YOLOv11,chair,0.54,13,415,594,479
541,YOLOv10,person,0.96,56,162,605,479
541,YOLOv10,scissors,0.95,352,115,448,346
541,YOLOv10,chair,0.56,13,415,116,479
541,YOLOv11,person,0.93,60,162,600,479
541,YOLOv11,scissors,0.92,350,116,449,346
541,YOLOv11,chair,0.51,12,415,596,479
542,YOLOv10,person,0.96,56,162,605,479
542,YOLOv10,scissors,0.95,352,115,448,346
542,YOLOv10,chair,0.56,13,415,116,479
542,YOLOv11,person,0.93,60,162,600,479
542,YOLOv11,scissors,0.92,350,116,449,346
542,YOLOv11,chair,0.51,12,415,596,479
543,YOLOv10,person,0.96,56,162,605,479
543,YOLOv10,scissors,0.95,352,115,448,346
543,YOLOv10,chair,0.67,13,416,114,479
543,YOLOv11,person,0.92,60,162,597,479
543,YOLOv11,scissors,0.91,350,116,449,346
543,YOLOv11,chair,0.54,13,416,596,479
544,YOLOv10,person,0.96,56,162,605,479
544,YOLOv10,scissors,0.95,352,115,448,346
544,YOLOv10,chair,0.56,13,416,114,479
544,YOLOv11,person,0.92,60,162,598,479
544,YOLOv11,scissors,0.92,350,116,449,346
545,YOLOv10,person,0.96,57,162,605,479
545,YOLOv10,scissors,0.95,352,115,448,346
545,YOLOv10,chair,0.56,13,416,114,479
545,YOLOv11,person,0.92,61,162,598,479
545,YOLOv11,scissors,0.92,350,115,449,345
545,YOLOv11,chair,0.61,13,416,594,479
546,YOLOv10,person,0.96,56,162,608,479
546,YOLOv10,scissors,0.95,350,115,448,345
546,YOLOv10,chair,0.54,13,415,114,479
546,YOLOv11,person,0.92,60,162,598,479
546,YOLOv11,scissors,0.92,350,116,449,345
546,YOLOv11,chair,0.61,13,416,594,479
547,YOLOv10,person,0.96,57,162,605,479
547,YOLOv10,scissors,0.95,352,114,448,344
547,YOLOv10,chair,0.55,13,416,114,479
547,YOLOv11,person,0.92,60,162,598,479
547,YOLOv11,scissors,0.92,350,114,449,344
547,YOLOv11,chair,0.56,12,416,596,479
548,YOLOv10,person,0.96,56,162,606,479
548,YOLOv10,scissors,0.94,352,114,448,344
548,YOLOv10,chair,0.55,13,416,114,479
548,YOLOv11,person,0.93,60,162,597,479
548,YOLOv11,scissors,0.92,350,114,449,344
548,YOLOv11,chair,0.53,12,416,594,479
549,YOLOv10,person,0.96,56,162,608,479
549,YOLOv10,scissors,0.84,352,113,448,343
549,YOLOv10,chair,0.5,13,416,113,479
549,YOLOv11,person,0.92,60,162,598,479
549,YOLOv11,scissors,0.91,350,113,449,343
549,YOLOv11,chair,0.59,13,416,593,479
550,YOLOv10,person,0.96,56,162,609,479
550,YOLOv10,scissors,0.94,352,113,448,342
550,YOLOv11,person,0.92,60,162,598,479
550,YOLOv11,scissors,0.9,350,113,449,342
550,YOLOv11,chair,0.59,13,416,594,479
551,YOLOv10,person,0.96,56,162,606,479
551,YOLOv10,scissors,0.93,352,112,448,344
551,YOLOv10,chair,0.5,13,416,114,479
551,YOLOv11,person,0.91,60,162,598,479
551,YOLOv11,scissors,0.9,350,113,448,344
551,YOLOv11,chair,0.58,13,416,593,479
552,YOLOv10,person,0.96,56,162,606,479
552,YOLOv10,scissors,0.93,352,112,448,344
552,YOLOv10,chair,0.5,13,416,114,479
552,YOLOv11,person,0.91,60,162,598,479
552,YOLOv11,scissors,0.9,350,113,448,344
552,YOLOv11,chair,0.58,13,416,593,479
553,YOLOv10,person,0.96,57,163,604,479
553,YOLOv11,person,0.89,60,161,601,479
553,YOLOv11,cell phone,0.52,344,132,414,351
554,YOLOv10,person,0.94,57,163,601,479
554,YOLOv10,chair,0.51,13,416,114,479
554,YOLOv11,person,0.92,61,163,605,479
555,YOLOv10,person,0.96,57,164,602,479
555,YOLOv10,chair,0.55,13,417,114,479
555,YOLOv11,person,0.93,61,164,605,479
556,YOLOv10,person,0.96,56,163,602,479
556,YOLOv11,person,0.94,60,163,604,479
557,YOLOv10,person,0.96,57,164,601,479
557,YOLOv11,person,0.94,60,163,604,479
558,YOLOv10,person,0.96,57,164,602,479
558,YOLOv11,person,0.94,58,164,604,479
559,YOLOv10,person,0.96,57,163,602,479
559,YOLOv10,chair,0.56,533,415,638,479
559,YOLOv10,chair,0.54,13,416,114,479
559,YOLOv11,person,0.93,60,163,602,479
560,YOLOv10,person,0.96,57,164,601,479
560,YOLOv10,chair,0.6,533,415,638,479
560,YOLOv10,chair,0.53,13,417,114,479
560,YOLOv11,person,0.94,61,164,602,479
561,YOLOv10,person,0.96,60,164,597,479
561,YOLOv11,person,0.93,61,164,597,479
562,YOLOv10,person,0.96,57,161,592,479
562,YOLOv10,chair,0.57,536,412,638,479
562,YOLOv11,person,0.94,58,160,592,479
563,YOLOv10,person,0.96,58,160,585,479
563,YOLOv10,chair,0.6,534,413,638,479
563,YOLOv11,person,0.93,62,160,584,479
564,YOLOv10,person,0.96,58,159,586,479
564,YOLOv11,person,0.93,64,159,586,479
565,YOLOv10,person,0.96,58,157,590,479
565,YOLOv11,person,0.93,60,157,589,479
566,YOLOv10,person,0.96,58,157,590,479
566,YOLOv11,person,0.93,60,157,589,479
567,YOLOv10,person,0.96,60,160,592,479
567,YOLOv11,person,0.94,61,159,592,479
568,YOLOv10,person,0.95,56,157,598,479
568,YOLOv11,person,0.93,58,157,601,479
569,YOLOv10,person,0.96,53,158,604,479
569,YOLOv11,person,0.93,57,158,601,479
570,YOLOv10,person,0.96,42,155,606,479
570,YOLOv10,chair,0.53,546,413,638,479
570,YOLOv11,person,0.93,41,155,605,479
571,YOLOv10,person,0.96,49,162,605,479
571,YOLOv11,person,0.93,54,163,602,479
572,YOLOv10,person,0.96,42,160,610,479
572,YOLOv11,person,0.93,41,160,612,479
573,YOLOv10,person,0.95,49,166,610,479
573,YOLOv11,person,0.93,53,168,609,479
574,YOLOv10,person,0.94,48,169,618,479
574,YOLOv11,person,0.94,45,168,618,479
575,YOLOv10,person,0.94,48,169,618,479
575,YOLOv11,person,0.94,45,168,618,479
576,YOLOv10,person,0.96,26,149,624,479
576,YOLOv11,person,0.95,26,150,625,479
577,YOLOv10,person,0.74,46,161,634,479
577,YOLOv11,person,0.92,44,164,637,478
578,YOLOv10,person,0.87,2,163,636,478
578,YOLOv11,person,0.79,8,165,637,478
579,YOLOv10,person,0.95,28,153,637,479
579,YOLOv11,person,0.94,29,153,638,478
580,YOLOv10,person,0.94,52,157,613,479
580,YOLOv11,person,0.93,50,159,616,479
581,YOLOv10,person,0.96,48,160,612,479
581,YOLOv11,person,0.93,45,159,617,479
582,YOLOv10,person,0.96,38,154,616,479
582,YOLOv10,couch,0.55,24,396,633,479
582,YOLOv11,person,0.93,36,154,616,479
583,YOLOv10,person,0.96,45,157,614,479
583,YOLOv11,person,0.93,46,158,614,479
584,YOLOv10,person,0.96,42,158,616,479
584,YOLOv11,person,0.93,44,158,617,479
585,YOLOv10,person,0.96,42,158,616,479
585,YOLOv11,person,0.93,44,158,617,479
586,YOLOv10,person,0.96,41,156,618,479
586,YOLOv11,person,0.93,41,157,618,479
587,YOLOv10,person,0.96,46,161,617,479
587,YOLOv11,person,0.93,50,161,618,479
588,YOLOv10,person,0.96,48,161,617,479
588,YOLOv10,couch,0.55,22,402,634,480
588,YOLOv11,person,0.93,46,161,617,479
589,YOLOv10,person,0.96,48,159,620,479
589,YOLOv11,person,0.94,48,159,618,479
590,YOLOv10,person,0.96,48,155,624,479
590,YOLOv11,person,0.92,53,155,622,479
591,YOLOv10,person,0.97,46,148,632,479
591,YOLOv11,person,0.94,46,150,629,479
592,YOLOv10,person,0.97,46,147,632,479
592,YOLOv11,person,0.94,49,148,629,479
593,YOLOv10,person,0.97,52,148,630,479
593,YOLOv11,person,0.94,53,148,629,479
594,YOLOv10,person,0.97,52,148,629,479
594,YOLOv11,person,0.94,53,148,628,479
595,YOLOv10,person,0.94,45,154,624,479
595,YOLOv11,person,0.91,49,152,622,479
596,YOLOv10,person,0.94,45,154,624,479
596,YOLOv11,person,0.91,49,152,622,479
597,YOLOv10,person,0.88,17,154,624,479
597,YOLOv11,person,0.89,20,148,625,478
598,YOLOv10,person,0.76,1,144,616,477
598,YOLOv11,person,0.59,1,140,614,479
599,YOLOv10,person,0.67,2,145,589,478
599,YOLOv11,person,0.82,0,152,592,478
600,YOLOv10,person,0.69,1,145,569,478
601,YOLOv10,person,0.56,2,134,560,478
601,YOLOv11,person,0.66,0,142,557,478
602,YOLOv10,person,0.73,2,147,562,478
602,YOLOv11,person,0.72,0,147,561,477
603,YOLOv10,person,0.75,1,178,574,478
603,YOLOv11,person,0.75,1,169,572,478
606,YOLOv11,person,0.53,12,327,558,479
607,YOLOv10,person,0.68,2,326,585,479
607,YOLOv11,person,0.72,4,326,565,479
608,YOLOv10,person,0.72,5,330,540,479
608,YOLOv11,person,0.66,4,330,536,479
609,YOLOv10,person,0.74,6,325,554,479
609,YOLOv11,person,0.7,6,325,550,479
610,YOLOv10,person,0.64,4,301,601,479
610,YOLOv11,person,0.64,9,302,566,479
611,YOLOv10,person,0.66,1,221,601,478
611,YOLOv11,person,0.83,0,218,620,478
612,YOLOv10,person,0.88,1,214,536,478
612,YOLOv11,person,0.88,1,212,605,479
613,YOLOv10,person,0.88,2,204,530,478
613,YOLOv11,person,0.91,1,205,532,479
614,YOLOv10,person,0.89,2,199,552,478
614,YOLOv11,person,0.89,1,198,622,478
615,YOLOv10,person,0.9,1,199,532,478
615,YOLOv11,person,0.89,2,197,624,478
616,YOLOv10,person,0.84,2,191,546,478
616,YOLOv11,person,0.89,2,191,628,478
617,YOLOv10,person,0.84,2,191,546,478
617,YOLOv11,person,0.89,2,191,628,478
618,YOLOv10,person,0.73,2,187,620,478
618,YOLOv11,person,0.91,1,186,626,478
619,YOLOv10,person,0.85,1,181,625,478
619,YOLOv11,person,0.9,1,182,626,478
620,YOLOv10,person,0.8,2,177,629,478
620,YOLOv11,person,0.87,1,177,626,478
621,YOLOv10,person,0.81,2,174,616,478
621,YOLOv11,person,0.9,0,175,633,478
622,YOLOv10,person,0.89,2,169,542,479
622,YOLOv11,person,0.9,0,167,626,479
623,YOLOv10,person,0.88,0,167,545,478
623,YOLOv11,person,0.9,0,164,557,479
624,YOLOv10,person,0.87,0,161,636,478
624,YOLOv11,person,0.92,0,160,637,478
625,YOLOv10,person,0.78,2,153,614,479
625,YOLOv11,person,0.86,0,155,632,479
626,YOLOv10,person,0.78,2,153,614,479
626,YOLOv11,person,0.86,0,155,632,479
627,YOLOv10,person,0.85,1,155,633,479
627,YOLOv11,person,0.73,1,156,581,478
628,YOLOv10,person,0.73,0,154,636,478
628,YOLOv11,person,0.9,0,155,637,478
629,YOLOv10,person,0.8,1,151,634,478
629,YOLOv11,person,0.85,0,151,634,478
630,YOLOv10,person,0.73,1,149,629,479
630,YOLOv11,person,0.88,0,149,638,478
631,YOLOv10,person,0.91,1,137,640,478
631,YOLOv11,person,0.89,0,147,638,478
632,YOLOv10,person,0.93,2,138,626,479
632,YOLOv11,person,0.83,0,150,638,478
633,YOLOv10,person,0.63,1,148,548,479
633,YOLOv11,person,0.87,1,150,548,479
634,YOLOv10,person,0.8,1,121,637,479
634,YOLOv11,person,0.89,0,154,637,479
635,YOLOv10,person,0.8,1,121,637,479
635,YOLOv11,person,0.89,0,154,637,479
636,YOLOv10,person,0.79,1,135,638,478
636,YOLOv11,person,0.91,0,150,636,479
636,YOLOv11,remote,0.52,244,71,402,477
637,YOLOv10,person,0.93,2,149,634,479
637,YOLOv11,person,0.88,0,151,630,479
638,YOLOv10,person,0.84,1,150,636,478
638,YOLOv11,person,0.89,1,152,568,479
639,YOLOv10,person,0.78,1,151,637,478
639,YOLOv11,person,0.89,1,153,566,479
640,YOLOv10,person,0.85,1,153,634,478
640,YOLOv10,remote,0.67,305,68,456,436
640,YOLOv11,person,0.87,1,152,637,479
641,YOLOv10,person,0.87,1,154,621,478
641,YOLOv11,person,0.88,1,154,637,478
642,YOLOv10,person,0.89,1,154,622,478
642,YOLOv11,person,0.9,1,155,633,478
643,YOLOv10,person,0.83,1,154,636,478
643,YOLOv11,person,0.91,1,155,636,478
644,YOLOv10,person,0.85,1,155,636,478
644,YOLOv11,person,0.9,1,156,637,478
645,YOLOv10,person,0.85,1,155,636,478
645,YOLOv11,person,0.9,1,156,637,478
646,YOLOv10,person,0.89,1,154,625,478
646,YOLOv10,bottle,0.59,317,62,472,438
646,YOLOv11,person,0.89,1,155,638,478
647,YOLOv10,person,0.87,1,154,636,478
647,YOLOv10,bottle,0.66,318,61,472,438
647,YOLOv11,person,0.9,2,155,632,478
648,YOLOv10,person,0.88,1,154,622,479
648,YOLOv10,bottle,0.77,318,61,472,439
648,YOLOv11,person,0.91,1,156,637,478
649,YOLOv10,person,0.89,1,155,608,479
649,YOLOv11,person,0.92,0,155,545,479
650,YOLOv10,person,0.86,1,155,630,478
650,YOLOv11,person,0.91,2,156,636,478
651,YOLOv10,person,0.87,1,155,626,478
651,YOLOv10,bottle,0.5,318,61,476,439
651,YOLOv11,person,0.91,1,156,634,478
652,YOLOv10,person,0.87,1,155,616,479
652,YOLOv10,bottle,0.52,318,61,477,440
652,YOLOv11,person,0.91,1,155,546,479
653,YOLOv10,person,0.88,1,155,616,478
653,YOLOv10,bottle,0.83,318,61,476,440
653,YOLOv11,person,0.9,1,156,633,478
654,YOLOv10,person,0.88,1,155,616,478
654,YOLOv10,bottle,0.83,318,61,476,440
654,YOLOv11,person,0.9,1,156,633,478
655,YOLOv10,person,0.87,1,155,630,478
655,YOLOv11,person,0.91,1,155,560,479
656,YOLOv10,person,0.83,1,155,636,478
656,YOLOv10,bottle,0.66,320,62,477,441
656,YOLOv11,person,0.91,1,156,633,478
657,YOLOv10,person,0.85,1,155,636,478
657,YOLOv10,bottle,0.53,320,62,477,442
657,YOLOv11,person,0.91,1,156,628,478
658,YOLOv10,person,0.88,1,155,626,478
658,YOLOv11,person,0.91,1,156,558,479
659,YOLOv10,person,0.88,1,155,625,478
659,YOLOv11,person,0.91,1,156,629,478
660,YOLOv10,person,0.85,1,155,636,478
660,YOLOv11,person,0.92,1,156,633,478
661,YOLOv10,person,0.84,1,155,634,478
661,YOLOv11,person,0.91,1,156,637,478
662,YOLOv10,person,0.7,1,154,636,478
662,YOLOv11,person,0.9,1,155,630,478
662,YOLOv11,remote,0.63,321,63,473,380
663,YOLOv10,person,0.7,1,154,636,478
663,YOLOv11,person,0.9,1,155,630,478
663,YOLOv11,remote,0.63,321,63,473,380
664,YOLOv10,person,0.75,0,105,636,480
664,YOLOv10,baseball bat,0.73,244,86,401,471
664,YOLOv11,person,0.82,0,86,636,479
665,YOLOv10,person,0.75,0,105,636,480
665,YOLOv10,baseball bat,0.73,244,86,401,471
665,YOLOv11,person,0.82,0,86,636,479
666,YOLOv11,person,0.84,0,155,640,479
666,YOLOv11,remote,0.79,193,124,361,461
668,YOLOv10,person,0.73,0,151,634,478
668,YOLOv11,person,0.88,0,154,545,479
669,YOLOv10,person,0.7,1,145,446,479
669,YOLOv11,person,0.83,1,138,540,479
670,YOLOv10,person,0.88,0,152,444,479
670,YOLOv11,person,0.92,0,151,544,479
671,YOLOv10,person,0.82,0,153,449,479
671,YOLOv11,person,0.77,0,153,534,479
672,YOLOv10,person,0.82,0,153,449,479
672,YOLOv11,person,0.77,0,153,534,479
673,YOLOv10,person,0.78,1,159,446,479
673,YOLOv11,person,0.74,0,158,638,478
673,YOLOv11,person,0.65,0,160,445,478
674,YOLOv10,person,0.56,0,163,440,479
674,YOLOv11,person,0.88,1,161,638,478
675,YOLOv10,person,0.62,1,165,616,479
675,YOLOv11,person,0.91,1,162,638,479
676,YOLOv10,person,0.51,0,166,434,479
676,YOLOv11,person,0.91,1,163,640,479
677,YOLOv10,person,0.51,0,166,434,479
677,YOLOv11,person,0.91,1,163,640,479
678,YOLOv10,person,0.75,0,160,436,479
678,YOLOv11,person,0.84,0,160,618,479
679,YOLOv10,person,0.65,1,154,636,479
679,YOLOv11,person,0.87,0,156,638,479
680,YOLOv10,person,0.55,1,159,630,478
680,YOLOv11,person,0.82,0,159,614,479
681,YOLOv10,person,0.55,1,159,630,478
681,YOLOv11,person,0.82,0,159,614,479
682,YOLOv10,person,0.65,0,154,613,479
682,YOLOv11,person,0.86,0,155,638,478
683,YOLOv10,person,0.88,0,156,550,479
683,YOLOv11,person,0.84,1,157,558,479
684,YOLOv10,person,0.53,0,154,468,479
684,YOLOv11,person,0.78,0,154,541,479
685,YOLOv10,person,0.53,0,153,476,479
685,YOLOv11,person,0.87,0,152,542,479
686,YOLOv10,person,0.53,0,153,476,479
686,YOLOv11,person,0.87,0,152,542,479
687,YOLOv10,person,0.66,0,146,489,479
687,YOLOv10,person,0.51,1,145,617,479
687,YOLOv11,person,0.75,0,146,521,479
688,YOLOv10,person,0.89,1,141,489,478
688,YOLOv11,person,0.82,0,140,528,479
689,YOLOv10,person,0.88,1,142,490,478
689,YOLOv11,person,0.78,0,142,489,479
690,YOLOv10,person,0.88,1,142,490,478
690,YOLOv11,person,0.78,0,142,489,479
691,YOLOv10,person,0.75,0,123,496,478
691,YOLOv11,person,0.9,0,123,528,478
692,YOLOv10,person,0.77,1,142,489,478
692,YOLOv11,person,0.88,0,142,488,479
